COUNTRY CODE,ecoregion,n_checklists,n_observers,n_tourist,n_tourist_ecoregion,local,local_ecoregion,date_range_cell,date_range_ecoregion,guided,guided_ecoregion
SV,Southern Mesoamerican Pacific mangroves,4941,374,436,431,4505,4510,342042369.39890710,327339873.22404372,0.03554803216250528989,0.03167898627243928194
SV,,1741,222,397,,1344,,282883872.71682941,,0.09001233045622688039,
SX,Caribbean shrublands,3544,843,1704,1302,1840,2242,109368845.14672686,171882121.89616253,0.14303691275167785235,0.11267605633802816901
SX,,1004,538,680,,324,,77523260.557768924303,,0.09846827133479212254,
SY,Eastern Mediterranean conifer-sclerophyllous-broadleaf forests,154,70,118,54,36,100,67830171.428571428571,291349215.58441558,0.08474576271186440678,0.09565217391304347826
SY,Mesopotamian shrub desert,74,39,52,35,22,39,70565448.648648648649,191570983.78378378,0.00000000000000000000,0.00000000000000000000
SY,Middle East steppe,272,46,224,158,48,114,21504388.235294117647,104138364.70588235,0.02777777777777777778,0.02941176470588235294
SY,Southern Anatolian montane conifer and deciduous forests,36,26,24,15,12,21,44745600.000000000000,147744000.00000000,0.27272727272727272727,0.22222222222222222222
SY,,8,7,7,,1,,76485600.000000000000,,0.00000000000000000000,
SZ,"Drakensberg montane grasslands, woodlands and forests",1871,471,1014,855,857,1016,77543191.876002137894,140095406.52057723,0.13671539122957867584,0.11196319018404907975
SZ,Maputaland coastal forest mosaic,1794,287,1013,820,781,974,77816155.183946488294,107279325.75250836,0.08204193254329990884,0.13028764805414551607
SZ,Zambezian and Mopane woodlands,510,180,284,175,226,335,64010541.176470588235,154824056.47058824,0.09385113268608414239,0.09390862944162436548
TC,Bahamian pine mosaic,5652,833,2598,2268,3054,3384,104841936.30573248,124276478.98089172,0.04299114121938509640,0.03316138540899042004
TC,Bahamian-Antillean mangroves,1039,174,355,207,684,832,124000880.84696824,180006458.51780558,0.03233830845771144279,0.03153153153153153153
TC,,3377,763,1711,,1666,,87409270.713651169677,,0.04858104858104858105,0.00000000000000000000
TD,East Saharan montane xeric woodlands,2,1,2,2,0,0,172800.000000000000,172800.000000000000,,
TD,East Sudanian savanna,653,41,255,208,398,445,75142199.081163859112,99275055.436447166922,0.17695473251028806584,0.16353383458646616541
TD,Lake,1,1,1,1,0,0,0.00000000000000000000,0.00000000000000000000,,
TD,Sahara desert,1,1,1,1,0,0,0.00000000000000000000,0.00000000000000000000,,
TD,Sahelian Acacia savanna,1332,72,583,212,749,1120,71388778.378378378378,176540367.56756757,0.13505747126436781609,0.06873977086743044190
TD,South Saharan steppe and woodlands,7,4,7,5,0,2,148114.285714285714,278282057.14285714,,0.00000000000000000000
TF,Amsterdam and Saint-Paul Islands temperate grasslands,98,10,9,13,89,85,31628571.428571428571,25741028.571428571429,0.00000000000000000000,0.00000000000000000000
TF,Southern Indian Ocean Islands tundra,190,19,32,25,158,165,50021507.368421052632,56121802.105263157895,0.00000000000000000000,0.00000000000000000000
TF,,1102,53,389,,713,,41361608.711433756806,,0.00739827373612823674,
TG,Eastern Guinean forests,335,43,190,160,145,175,64721595.223880597015,132532699.70149254,0.07555555555555555556,0.06719367588932806324
TG,Guinean forest-savanna mosaic,1386,126,359,285,1027,1101,310104498.70129870,384732716.88311688,0.02598566308243727599,0.02227934875749785775
TG,West Sudanian savanna,437,36,308,233,129,204,63359472.768878718535,129725744.62242563,0.03319502074688796680,0.02970297029702970297
TG,,13,3,0,,13,,382140553.84615385,,0.00000000000000000000,
TH,Cardamom Mountains rain forests,4383,387,767,735,3616,3648,231339932.64887064,264940721.14989733,0.01543694400837257980,0.02512431300706621303
TH,Central Indochina dry forests,93394,4294,25180,19780,68214,73614,331461230.31458124,393690640.20386749,0.06718654058700724549,0.06638596823219122187
TH,Chao Phraya freshwater swamp forests,54830,4966,13103,12241,41727,42589,311902967.86430786,333774350.21703447,0.03570740066402484738,0.03577999111844192095
TH,Chao Phraya lowland moist deciduous forests,25075,3024,9723,8736,15352,16339,187928686.51645065,218783310.10169492,0.09520247356872132456,0.08024154589371980676
TH,Indochina mangroves,60948,5268,17826,16460,43122,44488,304076634.61311282,326760779.68103957,0.07782703405052164941,0.07803931176149105780
TH,Kayah-Karen montane rain forests,57369,3395,30830,27948,26539,29421,186014924.35287350,224925085.81289547,0.17789265622624296792,0.17163881004940607590
TH,Luang Prabang montane rain forests,6948,536,1826,1198,5122,5750,223697993.78238342,293329964.76683938,0.09399127223900637798,0.05197075651621106167
TH,Myanmar Coast mangroves,6271,1501,3586,3445,2685,2826,112601767.88391006,130198365.81087546,0.10930787589498806683,0.10677570093457943925
TH,Northern Indochina subtropical forests,1684,546,723,715,961,969,235839369.12114014,221848366.74584323,0.14016578749058025622,0.15108451757666417352
TH,Northern Khorat Plateau moist deciduous forests,1255,161,413,315,842,940,172596288.76494024,173755701.03585657,0.05064548162859980139,0.10177404295051353875
TH,Northern Thailand-Laos moist deciduous forests,3842,802,1922,1739,1920,2103,162510888.91202499,181117180.63508589,0.15495668912415784408,0.14836520666255397903
TH,Peninsular Malaysian montane rain forests,940,78,220,310,720,630,236783428.08510638,126877021.27659574,0.19471947194719471947,0.25694444444444444444
TH,Peninsular Malaysian rain forests,6947,290,1545,935,5402,6012,292752725.49301857,290685219.63437455,0.13722763096893834029,0.08367132341895748836
TH,Southeastern Indochina dry evergreen forests,24804,2501,13205,11519,11599,13285,165231629.60812772,191877822.93178520,0.19640706543556804496,0.19739958432017013872
TH,Tenasserim-South Thailand semi-evergreen rain forests,66692,4829,32954,25940,33738,40752,165845800.13194986,258327305.84777784,0.13683028237009596248,0.12461365041271226501
TH,,17748,3301,7429,,10319,,241957796.34888438,,0.08442718446601941748,0.00000000000000000000
TJ,Alai-Western Tian Shan steppe,241,56,150,117,91,124,25634987.551867219917,45501251.452282157676,0.00000000000000000000,0.00000000000000000000
TJ,Badghyz and Karabil semi-desert,44,12,6,15,38,29,54756000.000000000000,32225236.363636363636,0.09523809523809523810,0.21621621621621621622
TJ,Gissaro-Alai open woodlands,6563,143,1369,1034,5194,5529,69424275.971354563462,83142787.140027426482,0.03826702629804450438,0.03732554365465757871
TJ,Pamir alpine desert and tundra,679,53,587,434,92,245,10764880.117820324006,33750079.528718703976,0.05986696230598669623,0.12326388888888888889
TJ,Paropamisus xeric woodlands,54,14,52,54,2,0,2494400.000000000000,454400.000000000000,0.00000000000000000000,0.00000000000000000000
TJ,Rock and Ice,1,1,1,0,0,1,0.00000000000000000000,148348800.000000000000,,0.00000000000000000000
TK,,29,8,29,,0,,583944.827586206897,,0.00000000000000000000,
TL,Banda Sea Islands moist deciduous forests,6,1,0,0,6,6,685152000.00000000,316656000.00000000,0.00000000000000000000,0.00000000000000000000
TL,Timor and Wetar deciduous forests,6017,97,612,488,5405,5529,404211206.91374439,445801168.68871531,0.03661124867350548284,0.02893498344082272965
TL,,2411,85,293,,2118,,371684916.13438407,,0.02329830973047053449,
TM,Alai-Western Tian Shan steppe,18,3,12,13,6,5,54091200.000000000000,52800000.000000000000,0.00000000000000000000,0.00000000000000000000
TM,Badghyz and Karabil semi-desert,157,13,67,57,90,100,75436555.414012738854,159499903.18471338,0.00000000000000000000,0.00000000000000000000
TM,Caspian lowland desert,46,9,19,9,27,37,36124591.304347826087,51231443.478260869565,0.00000000000000000000,0.00000000000000000000
TM,Central Asian riparian woodlands,35,22,33,25,2,10,9854537.142857142857,34167497.142857142857,0.12500000000000000000,0.00000000000000000000
TM,Central Asian southern desert,129,38,119,99,10,30,7772651.162790697674,19881376.744186046512,0.16666666666666666667,0.10000000000000000000
TM,Kopet Dag semi-desert,151,28,58,56,93,95,63434765.562913907285,69826649.006622516556,0.00000000000000000000,0.00000000000000000000
TM,Kopet Dag woodlands and forest steppe,151,31,88,57,63,94,45979676.821192052980,51330182.781456953642,0.01351351351351351351,0.00000000000000000000
TM,Lake,3,2,2,1,1,2,30326400.000000000000,425145600.00000000,0.00000000000000000000,0.00000000000000000000
TN,Mediterranean conifer and mixed forests,218,55,140,104,78,114,114561644.03669725,130187757.79816514,0.22689075630252100840,0.17647058823529411765
TN,Mediterranean dry woodlands and steppe,266,99,232,154,34,112,18685461.654135338346,123246027.06766917,0.00000000000000000000,0.00584795321637426901
TN,Mediterranean woodlands and forests,7172,582,4277,2394,2895,4778,123851641.27161182,249917565.64417178,0.12305482403638975341,0.07204399633363886343
TN,North Saharan steppe and woodlands,1047,191,858,627,189,420,35116855.014326647564,127874558.16618911,0.12477064220183486239,0.12195121951219512195
TN,Saharan halophytics,415,142,358,356,57,59,20045424.578313253012,20155558.554216867470,0.00609756097560975610,0.00000000000000000000
TN,,368,136,227,,141,,210360756.52173913,,0.04142011834319526627,
TO,Tongan tropical moist forests,487,136,446,417,41,70,8000249.691991786448,19842017.248459958932,0.00000000000000000000,0.00000000000000000000
TO,,1364,127,628,,736,,91654247.507331378299,,0.00480769230769230769,
TR,Aegean and Western Turkey sclerophyllous and mixed forests,40139,3103,8645,5225,31494,34914,207944202.53618675,265602847.22589003,0.01810985847925161909,0.01264732043584611964
TR,Anatolian conifer and deciduous mixed forests,26428,1531,3834,2820,22594,23608,290759169.24474043,356708869.86529438,0.02376660938089449637,0.01253214679348491652
TR,Balkan mixed forests,30872,3240,5599,5102,25273,25770,263871348.43223633,272826471.10650428,0.01790097813361531780,0.01650214192587073943
TR,Caucasus mixed forests,1908,240,697,520,1211,1388,174318792.45283019,208162958.49056604,0.06119610570236439499,0.05433376455368693402
TR,Central Anatolian steppe,3511,652,1051,840,2460,2671,154340348.39077186,168282148.67559100,0.07192737430167597765,0.05500000000000000000
TR,Central Anatolian steppe and woodlands,29927,2035,6912,4876,23015,25051,207466799.71931700,280098322.98593244,0.03180325242329568213,0.01938072526307820425
TR,Eastern Anatolian deciduous forests,6535,663,1954,1377,4581,5158,83674056.863045141546,140054968.50803366,0.03106648986550483046,0.01765225066195939982
TR,Eastern Anatolian montane steppe,12649,580,4256,3222,8393,9427,151246133.733892007273,213580567.76029726,0.09715013221036137499,0.08105351015487341185
TR,Eastern Mediterranean conifer-sclerophyllous-broadleaf forests,28865,1745,8239,4617,20626,24248,209443223.28078988,281941515.66256712,0.03603603603603603604,0.04213633923778851315
TR,Euxine-Colchic broadleaf forests,33753,1931,4236,2906,29517,30847,271733657.09714692,308299899.24451160,0.02516984794564865739,0.01409205548549810845
TR,Middle East steppe,215,65,84,97,131,118,70166846.511627906977,36151769.302325581395,0.06153846153846153846,0.10204081632653061224
TR,Northern Anatolian conifer and deciduous forests,9253,935,2879,1943,6374,7310,165396081.18448071,230248642.04041932,0.09727991424360176873,0.06084457771114442779
TR,Southern Anatolian montane conifer and deciduous forests,11988,1419,4749,3989,7239,7999,171733974.77477477,208112036.03603604,0.07290067967550975663,0.06654845102743298216
TR,Zagros Mountains forest steppe,681,64,141,160,540,521,183010297.79735683,182078548.01762115,0.09546165884194053208,0.10126582278481012658
TR,,20433,2863,4351,,16082,,277529337.36602555,,0.01799576570218772054,
TT,Amazon-Orinoco-Southern Caribbean mangroves,5602,2010,3634,2814,1968,2788,119289851.91003213,156871738.95037487,0.15690747782002534854,0.16089566020313942752
TT,Lesser Antillean dry forests,8407,1648,3712,3268,4695,5139,183690911.66884739,186130141.83418580,0.07901512713228194400,0.07727550397067806964
TT,Trinidad and Tobago moist forests,48621,2803,29452,29034,19169,19587,131706803.43061640,136411982.77287592,0.16086845029489699974,0.16409560942532632650
TT,,5959,1713,3430,,2529,,151059228.46115120,,0.13706853426713356678,0.00000000000000000000
TV,Western Polynesian tropical moist forests,6,2,6,6,0,0,604800.000000000000,576000.000000000000,,
TV,,119,14,119,,0,,463220.168067226891,,0.00000000000000000000,
TW,Jian Nan subtropical evergreen forests,44967,812,4317,3945,40650,41022,314703535.23250384,330786347.53485890,0.05350324331784514882,0.05093600348280365694
TW,South Taiwan monsoon rain forests,71921,1735,3667,3924,68254,67997,454208576.94414705,437900852.94698350,0.02308293653613815649,0.02442152057448991223
TW,Southern Annamites montane rain forests,1,1,1,1,0,0,1209600.000000000000,0.00000000000000000000,,
TW,Taiwan subtropical evergreen forests,1164084,10887,64000,51645,1100084,1112439,445151020.69747544,573249922.26952694,0.01925111306949333041,0.01536461992412533371
TW,,262151,3869,20537,,241614,,416234479.27339587,,0.04208981508658643968,
TZ,Albertine Rift montane forests,5,5,5,4,0,1,69120.000000000000,104561280.000000000000,0.00000000000000000000,0.00000000000000000000
TZ,Central Zambezian Miombo woodlands,1743,278,1110,688,633,1055,85848586.574870912220,166880633.39070568,0.05825242718446601942,0.04710743801652892562
TZ,East African halophytics,247,108,170,223,77,24,28029629.149797570850,5207786.234817813765,0.15573770491803278689,0.02727272727272727273
TZ,East African mangroves,1365,278,561,538,804,827,99747439.120879120879,101729955.16483516,0.01920903954802259887,0.04295154185022026432
TZ,East African montane forests,27567,3473,15898,14219,11669,13348,99747384.916748285994,132090712.63467189,0.14067261645624727906,0.14594426924468800083
TZ,East African montane moorlands,2582,1118,1558,1639,1024,943,103681505.80945004,92729184.817970565453,0.13074901445466491459,0.14197952218430034130
TZ,Eastern Arc forests,8058,645,5031,3962,3027,4096,81678794.341027550261,117750183.17200298,0.11274777232224040735,0.13723528430882107721
TZ,Eastern Miombo woodlands,5980,588,3207,2896,2773,3084,79675883.879598662207,99985403.076923076923,0.07751379889608831293,0.07317630916990624285
TZ,Itigi-Sumbu thicket,40,14,24,25,16,15,36707040.000000000000,22008240.000000000000,0.00000000000000000000,0.04166666666666666667
TZ,Lake,453,132,213,133,240,320,117105949.66887417,245507793.37748344,0.02356902356902356902,0.03081232492997198880
TZ,Northern Acacia-Commiphora bushlands and thickets,329,74,125,108,204,221,64844906.990881458967,117839883.28267477,0.10729613733905579399,0.07786885245901639344
TZ,Northern Zanzibar-Inhambane coastal forest mosaic,8458,1320,5509,4531,2949,3927,63583637.550248285647,120593795.98013715,0.06388888888888888889,0.10469314079422382671
TZ,Serengeti volcanic grasslands,21340,2902,15070,14950,6270,6390,64826486.822867853796,68593806.185567010309,0.22787049142505575636,0.23587786259541984733
TZ,Southern Acacia-Commiphora bushlands and thickets,33273,3638,21316,17436,11957,15837,80740733.784149310252,135434909.60238031,0.15030069761847486168,0.15187956914824587966
TZ,Southern Rift montane forest-grassland mosaic,926,114,402,382,524,544,71343820.302375809935,74348039.740820734341,0.05239520958083832335,0.03271692745376955903
TZ,Southern Zanzibar-Inhambane coastal forest mosaic,45,14,45,44,0,1,940800.000000000000,1223040.000000000000,0.00000000000000000000,0.00000000000000000000
TZ,Victoria Basin forest-savanna mosaic,837,63,197,137,640,700,33953961.290322580645,133083251.61290323,0.00419580419580419580,0.01302083333333333333
TZ,Zambezian flooded grasslands,350,174,253,199,97,151,91154221.714285714286,69367844.571428571429,0.14659685863874345550,0.14746543778801843318
TZ,,2596,797,1802,,794,,67213109.399075500770,,0.05169491525423728814,
UA,Carpathian montane forests,6048,302,878,547,5170,5501,284728814.28571429,347367028.57142857,0.00649226656482719114,0.00415762834417932032
UA,Central European mixed forests,35614,684,2559,1463,33055,34151,629522054.56281238,1044852660.01010838,0.00416541804015582859,0.00061324611610793132
UA,Crimean Submediterranean forest complex,4464,97,243,201,4221,4263,335144709.67741935,347892154.83870968,0.00023435669088352472,0.00418702023726448011
UA,East European forest steppe,16946,477,1027,654,15919,16292,189900225.18588457,223068112.45131594,0.00385980202950880906,0.00457875457875457875
UA,Pannonian mixed forests,2000,92,283,227,1717,1773,187474651.20000000,211775558.40000000,0.01593625498007968127,0.00779076238174735671
UA,Pontic steppe,17923,390,1260,573,16663,17350,246387496.55749595,395245744.66328182,0.00737593674396648374,0.00149125322626899914
UA,,770,124,210,,560,,275180521.55844156,,0.05246422893481717011,
UG,Albertine Rift montane forests,40401,2354,25651,24081,14750,16320,59500902.650924482067,77373365.292938293607,0.19528282339940603633,0.18618067829392736853
UG,East African montane forests,1414,253,866,625,548,789,41735599.434229137199,98091313.154172560113,0.27828746177370030581,0.17539026629935720845
UG,East African montane moorlands,19,9,13,15,6,4,29589726.315789473684,38707200.000000000000,0.00000000000000000000,0.00000000000000000000
UG,East Sudanian savanna,25106,1335,8269,7243,16837,17863,254868072.07838764,290469848.35497491,0.10828932261768082664,0.10611406368630253227
UG,Lake,2450,789,930,706,1520,1744,76096888.163265306122,127584623.02040816,0.06550218340611353712,0.05336069779374037968
UG,Northern Acacia-Commiphora bushlands and thickets,2023,190,1446,824,577,1199,22358637.271379139891,102674334.75037074,0.23426294820717131474,0.13860182370820668693
UG,Northern Congolian forest-savanna mosaic,77,25,30,47,47,30,24003490.909090909091,18453693.506493506494,0.00000000000000000000,0.00000000000000000000
UG,Rwenzori-Virunga montane moorlands,359,151,230,280,129,79,47116398.885793871866,17673493.036211699164,0.01212121212121212121,0.06504065040650406504
UG,Victoria Basin forest-savanna mosaic,54150,2990,32171,25114,21979,29036,57747613.961218836565,105089253.407202216066,0.18477378778656928383,0.15867722662220369598
UM,Central Polynesian tropical moist forests,18,13,12,12,6,6,13766400.000000000000,11923200.000000000000,0.00000000000000000000,0.00000000000000000000
UM,Eastern Micronesia tropical moist forests,49,6,25,16,24,33,35441632.653061224490,50150791.836734693878,0.00000000000000000000,0.00000000000000000000
UM,Northwestern Hawaii scrub,4901,156,786,774,4115,4127,364228393.55233626,367763283.57478066,0.00572792362768496420,0.00547228170354508684
UM,,1064,141,285,,779,,242631825.56390977,,0.03101736972704714640,
US,Alaska Peninsula montane taiga,21418,888,2930,2642,18488,18776,714719461.23821085,859747395.87263050,0.03206433224755700326,0.02927394568448632035
US,Alaska-St. Elias Range tundra,45550,6337,26018,22228,19532,23322,141386532.46103183,202890223.56092206,0.15581135091926458833,0.14357510333957831504
US,Aleutian Islands tundra,36783,1724,12391,9050,24392,27733,903978435.42941033,997905699.82872523,0.14222517142225171422,0.11314120864260600415
US,Allegheny Highlands forests,1729661,33172,72839,54590,1656822,1675071,507639413.41476740,535198736.10377987,0.00816305358185203713,0.00636103019565524945
US,Appalachian mixed mesophytic forests,1615455,38767,113873,64221,1501582,1551234,559131264.06418006,620720734.98648987,0.00902385907556200827,0.00612402769003361923
US,Appalachian-Blue Ridge forests,3411549,66809,197336,100297,3214213,3311252,512326090.65453845,569705746.66979721,0.00803578919135068006,0.00449198149795730367
US,Arctic coastal tundra,33951,2044,17689,15902,16262,18049,162553414.50914553,221456519.71370505,0.27410810210054458563,0.25448382996751871205
US,Arctic foothills tundra,4020,444,2503,1811,1517,2209,79016195.820895522388,132315818.50746269,0.07824662023760753789,0.04851752021563342318
US,Arizona Mountains forests,518070,25844,85819,51723,432251,466347,340925515.34425850,419438395.60831548,0.02592501773976898155,0.01832786864924165887
US,Atlantic coastal pine barrens,880929,25937,36988,35953,843941,844976,574464298.25604561,549931949.17093205,0.00874875097146663706,0.00869847656902641322
US,Bahamian-Antillean mangroves,1,1,1,0,0,1,0.00000000000000000000,36028800.000000000000,,0.00000000000000000000
US,Beringia lowland tundra,29995,2046,6057,4364,23938,25631,456238747.31121854,816299218.18969828,0.05973119086949992491,0.05092492622183833585
US,Beringia upland tundra,63152,2853,35132,32692,28020,30460,150127883.15176083,186388542.48796554,0.35443613673161236333,0.34189014771260576509
US,Blue Mountains forests,165133,5768,18389,11569,146744,153564,463639497.08416852,554348920.30060618,0.02835574275068848210,0.01728487162790109564
US,British Columbia mainland coastal forests,73720,7479,10568,9563,63152,64157,521363578.60010852,527795226.47856755,0.02016563023200191342,0.02071618822136726842
US,Brooks-British Range tundra,7115,654,4255,3119,2860,3996,81339959.409697821504,119846041.09627547,0.08452226545611759620,0.06811088672663851661
US,California Central Valley grasslands,937649,25749,54349,37533,883300,900116,538942218.22622325,584776073.87156601,0.01078241390958061477,0.00771676731856325269
US,California coastal sage and chaparral,2124548,53967,153413,108926,1971135,2015622,478412170.43437004,519111888.03190137,0.01499925033438055600,0.01176128527739197926
US,California interior chaparral and woodlands,2254743,53886,147704,104464,2107039,2150279,520541764.30324875,557804872.84484307,0.01143686181028094991,0.00833017796289284362
US,California montane chaparral and woodlands,458342,23776,42395,36378,415947,421964,488710617.66802955,500431089.21111310,0.02309416417371331191,0.02154864686801998995
US,Canadian Aspen forests and parklands,3659,489,1177,1049,2482,2610,209984680.40448210,246262833.77972124,0.10364238410596026490,0.09520746220649726600
US,Cascade Mountains leeward forests,89462,5735,10627,9629,78835,79833,514659978.66356665,536475171.27719032,0.02367343973262938655,0.02339651633194482792
US,Central Pacific coastal forests,491739,21619,61349,40320,430390,451419,485389105.56697760,528203019.38711390,0.01772184495439116816,0.01367972834582008301
US,Central U.S. hardwood forests,2068100,47794,161344,82239,1906756,1985861,470297077.73666651,572978229.48290702,0.00938617676812239529,0.00587387488097543253
US,Central and Southern Cascades forests,186111,15731,31978,25550,154133,160561,421522803.07558393,431028112.22979835,0.02780991610382530212,0.02724789209409904355
US,Central and Southern mixed grasslands,731771,20763,99996,46691,631775,685080,421719764.64986997,529644349.14857244,0.02294169571657265967,0.01581180210111977123
US,Central forest-grasslands transition,4234013,76079,249890,135036,3984123,4098977,537162780.90142850,626381233.23891542,0.00771727794687634340,0.00472255532224431053
US,Central tall grasslands,1219230,26564,97999,49970,1121231,1169260,448272172.48394478,532977563.36310622,0.00892030221788934926,0.00572073372346288084
US,Chihuahuan desert,1142532,34940,242081,121956,900451,1020576,359479728.97249267,473749957.84100577,0.07243521407942937995,0.04709950008417323584
US,Colorado Plateau shrublands,1190159,41694,228816,96574,961343,1093585,412074263.69350650,518757215.39995917,0.02873326001849227356,0.01675142141077128297
US,Colorado Rockies forests,841836,38230,134159,79457,707677,762379,387050348.58095876,462732614.22319787,0.03638270090610532980,0.02508967356676848386
US,Cook Inlet taiga,162807,9967,34294,32059,128513,130748,360140381.22685143,362361845.17864711,0.05085160190579983513,0.05065401296266834522
US,Copper Plateau taiga,5604,1209,2783,2586,2821,3018,161719631.69164882,179410185.86723769,0.08746355685131195335,0.08424299952539155197
US,Cuban cactus scrub,1,1,1,1,0,0,0.00000000000000000000,0.00000000000000000000,,
US,East Central Texas forests,324293,11886,20694,15962,303599,308331,536821493.59005591,568385672.90690826,0.01014376226160228990,0.00896204031325738636
US,Eastern Canadian forests,3,3,3,3,0,0,57600.000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
US,Eastern Cascades forests,307442,14190,43786,30007,263656,277435,460742065.20124121,510875861.78075865,0.03926658922196407321,0.02867171165709679975
US,Eastern Great Lakes lowland forests,935487,19971,39258,29390,896229,906097,591506648.18987330,616095368.23836141,0.00636847115875728215,0.00474904033233422727
US,Eastern forest-boreal transition,252581,9907,22951,17725,229630,234856,465656083.00228442,490511867.23942023,0.01934271747947830984,0.01496834576546825864
US,Edwards Plateau savanna,669537,23897,67483,50825,602054,618712,395728349.79635181,451379513.27678679,0.02449469077855344563,0.02113208490324354384
US,Everglades,497070,29761,83639,65887,413431,431183,370821842.73764259,414052809.73384030,0.03208827146312788011,0.02739370648281077896
US,Flint Hills tall grasslands,103896,4909,10279,8846,93617,95050,458967557.58835759,480688977.13097713,0.01517922646909906279,0.01409775396914646738
US,Florida sand pine scrub,149351,12659,13120,15368,136231,133983,420346769.99015741,378765070.20374822,0.01317867684369260236,0.01575719884876270917
US,Great Basin montane forests,15884,3309,5653,5297,10231,10587,182184245.37899773,199595411.93653991,0.08820277953253316488,0.09013952030098761561
US,Great Basin shrub steppe,944469,29049,118342,63647,826127,880822,411411217.80810170,480018955.74846819,0.02729490960776688337,0.01999761486205952244
US,Hawaii tropical dry forests,170523,16461,69776,54478,100747,116045,310737691.96178815,369640423.15933921,0.13095744269645549070,0.11000251771391576449
US,Hawaii tropical high shrublands,7995,3283,4188,4524,3807,3471,203575139.66228893,167503642.17636023,0.06846307385229540918,0.08125000000000000000
US,Hawaii tropical low shrublands,90537,14995,46173,37077,44364,53460,183968683.70721363,217582384.35998542,0.11144532504182368150,0.09729935336629897299
US,Hawaii tropical moist forests,116755,15055,59635,44949,57120,71806,188255683.11078755,244866361.73183161,0.10098254686489980608,0.08501968840951891799
US,Interior Alaska-Yukon lowland taiga,68935,3867,15112,11185,53823,57750,313706283.82099079,415823590.01378110,0.03983870428002543252,0.03424712988001360170
US,Interior Yukon-Alaska alpine tundra,8612,1161,3036,2277,5576,6335,204622548.62981886,265546457.22248026,0.04301545640128317294,0.05087505087505087505
US,Klamath-Siskiyou forests,262846,8885,18694,15186,244152,247660,550122304.04723679,580152203.39818753,0.01368572341105078250,0.01264676813599525598
US,Lake,776247,35997,50038,34931,726209,741316,518101971.10558881,502755396.65080831,0.01307298478313173660,0.01038087113208901079
US,Middle Atlantic coastal forests,2482343,61631,241130,116348,2241213,2365995,441557716.80674266,526200468.32206508,0.01792627670878842470,0.01047954284723695193
US,Mississippi lowland forests,509179,18866,59064,36635,450115,472544,579796356.28335026,683197270.05866306,0.01791771674057060218,0.01423413386151687711
US,Mojave desert,454310,25832,77898,49044,376412,405266,416384693.56694768,497321854.78285752,0.02415304902351534476,0.01914525369123055263
US,Montana Valley and Foothill grasslands,473667,13203,49275,32685,424392,440982,398709189.69149212,446908892.60176453,0.01989026063100137174,0.01613209631102275237
US,Nebraska Sand Hills mixed grasslands,73759,4443,14675,11265,59084,62494,385117719.36170501,405383005.17089440,0.03264333673690398837,0.02734363326659295341
US,New England-Acadian forests,1932747,41129,140823,83937,1791924,1848810,603177803.34001295,696471754.95437323,0.01352906201725069434,0.01028087243390829690
US,North Central Rockies forests,278553,12687,50459,33496,228094,245057,343899728.65774197,419778621.62820002,0.02201394407622543196,0.01894296384646970260
US,Northeastern coastal forests,10387429,145674,376346,222898,10011083,10164531,601207936.37493936,682334112.73230363,0.00614349538955979627,0.00348429018861723458
US,Northern California coastal forests,452002,19012,34569,29506,417433,422496,578085480.96689838,579758038.40867961,0.01740151074956420686,0.01593577678833161373
US,Northern Cordillera forests,57,54,47,45,10,12,88606989.473684210526,121554189.47368421,0.03703703703703703704,0.00000000000000000000
US,Northern Pacific coastal forests,137700,9248,27688,22989,110012,114711,496018777.09803922,518267981.80392157,0.03846823468939387659,0.03640352297380435838
US,Northern mixed grasslands,170812,6076,25441,15821,145371,154991,456656918.21183523,536066808.08374119,0.02244710924087723148,0.01975126658326004286
US,Northern short grasslands,512214,17108,140129,66416,372085,445798,285545360.26895009,422764464.04666799,0.04433166026413930404,0.03340355736064611734
US,Northern tall grasslands,182412,4801,16306,11522,166106,170890,457650717.34754292,494095809.11782120,0.01711960605254944572,0.01289164862709353993
US,Northwestern Hawaii scrub,161,25,34,18,127,143,104057262.11180124,190015602.48447205,0.02238805970149253731,0.02027027027027027027
US,Ogilvie-MacKenzie alpine tundra,397,55,99,98,298,299,166544378.84130982,116478952.14105793,0.00923076923076923077,0.00920245398773006135
US,Okanagan dry forests,79073,3753,6878,6020,72195,73053,422944185.59053027,434161576.71012862,0.02196142381671634609,0.01620058887008886343
US,Ozark Mountain forests,268123,9342,26839,19956,241284,248167,780706893.38251474,875489849.49146474,0.00979670331880926804,0.00805010708496195822
US,Pacific Coastal Mountain icefields and tundra,92298,9989,28111,24103,64187,68195,360052984.09933043,382850100.29253072,0.05868094400937616536,0.05598209807477140322
US,Palouse grasslands,319670,9057,23988,16025,295682,303645,401886599.36559577,440080503.57931617,0.01792918856153195174,0.01150086256469235193
US,Piney Woods forests,465614,15608,45934,28573,419680,437041,548300642.28652919,640012788.22715812,0.01874443831881100692,0.01505005887307768789
US,Puget lowland forests,1587791,37663,77686,62901,1510105,1524890,534026180.35446731,574390833.57645937,0.00618278883825999779,0.00500893640529035193
US,Rock and Ice,2287,1608,1546,1737,741,550,130786026.06034106,71229527.590730214254,0.13083333333333333333,0.05560619872379216044
US,Sierra Madre Occidental pine-oak forests,495132,24374,117842,99800,377290,395332,373623105.84813747,399855295.41213252,0.11424613171792756264,0.10032218425291898065
